event_id,event_type,location,venue_type,venue_name,guest_count,season,event_date,duration_hours,photography_cost,photographer_name,photographer_contact,photographer_rating,photographer_experience,decoration_cost,decorator_name,decorator_contact,decorator_rating,decorator_experience,catering_cost,catering_per_person,caterer_name,caterer_contact,caterer_rating,caterer_experience,venue_cost,venue_contact,music_dj_cost,music_dj_name,music_dj_contact,music_dj_rating,music_dj_experience,videography_cost,videographer_name,videographer_contact,videographer_rating,videographer_experience,miscellaneous_cost,total_cost,total budget,cost_per_guest,has_music,has_videography,payment_status,booking_advance
EV1255,Corporate Event,Anuradhapura,Hotel Ballroom,Hotel Ballroom - Anuradhapura,241,Off Season (May-Sep),16/03/2024,6,29281,Golden Hour Photography,077-8102763,4.7,13,26577,Royal Events Decor,077-1719623,4.9,15,531392,2204,Heritage Foods,077-5163938,4.7,13,124032,011-2887899,0,N/A,N/A,0,0,0,N/A,N/A,0,0,11519,721545,"101,254",2993,No,No,Partial,158414
EV1256,Corporate Event,Colombo,Home Garden,Home Garden - Colombo,200,Regular Season,23/01/2024,8,51058,Golden Hour Photography,077-2515146,4.7,13,86171,Dream Decorations,077-6956865,4.5,7,409360,2046,Royal Caterers,077-1876263,4.8,15,39461,011-5547583,97220,Music Magic,077-7564279,4.5,7,78664,Dream Videos,077-9742081,4.7,10,58946,835401,"101,255",4177,Yes,Yes,Paid,225144
EV1257,Anniversary,Galle,Community Hall,Community Hall - Galle,133,Regular Season,23/05/2024,5,52006,Dream Shots,077-7934370,4.3,5,81790,Floral Fantasy,077-2955671,4.6,9,226153,1700,Royal Caterers,077-2203787,4.8,15,54794,011-3837805,0,N/A,N/A,0,0,37112,Epic Moments,077-4473726,4.9,14,38866,496961,"101,256",3736,No,Yes,Paid,140672
EV1258,Birthday,Kandy,Restaurant,Restaurant - Kandy,146,Peak Season (Dec-Jan),12/05/2024,6,56720,Royal Pictures,077-9818011,4.6,9,104319,Flower Paradise,077-9082170,4.8,12,273173,1871,Delicious Bites,077-9513896,4.3,6,103225,011-7263625,65056,Elite Entertainment,077-7851018,4.8,12,0,N/A,N/A,0,0,40729,682258,"101,257",4673,Yes,No,Paid,148087
EV1259,Anniversary,Negombo,Community Hall,Community Hall - Negombo,81,Peak Season (Dec-Jan),06/11/2024,8,71012,Perfect Frames,077-1167461,4.8,11,68259,Elegant Decor,077-2855497,4.6,8,118361,1461,Gourmet Lanka,077-9184890,4.9,18,75419,011-5275358,35988,Rhythm Masters,077-4419188,4.6,9,77040,Epic Moments,077-2810583,4.9,14,35565,545867,"101,258",6739,Yes,Yes,Paid,171475
EV1260,Engagement,Anuradhapura,Home Garden,Home Garden - Anuradhapura,246,Peak Season (Dec-Jan),11/08/2024,6,46589,Sunset Photography,077-5854173,4.8,10,37408,Luxury Decor,077-3788395,4.8,14,387942,1577,Flavors Catering,077-9738199,4.4,7,52289,011-4595334,0,N/A,N/A,0,0,68418,Motion Pictures,077-2088575,4.6,9,31464,639552,"101,259",2599,No,Yes,Paid,230143
EV1261,Wedding,Colombo,Garden Venue,Garden Venue - Colombo,390,Peak Season (Dec-Jan),29/10/2024,3,76734,Elite Photography,077-9637783,4.9,15,75366,Elegant Decor,077-3537501,4.6,8,1229592,3152,Divine Dishes,077-1215867,4.6,8,351915,011-4037046,49035,Elite Entertainment,077-1055463,4.8,12,114210,Dream Videos,077-8201913,4.7,10,45336,1890112,"101,260",4846,Yes,Yes,Paid,569141
EV1262,Anniversary,Kandy,Beach Resort,Beach Resort - Kandy,183,Regular Season,20/11/2024,10,34914,Royal Pictures,077-6095551,4.6,9,72371,Royal Events Decor,077-9055771,4.9,15,496662,2714,Royal Caterers,077-3939147,4.8,15,313172,011-6254016,0,N/A,N/A,0,0,0,N/A,N/A,0,0,28723,1034759,"101,261",5654,No,No,Paid,341479
EV1263,Birthday,Anuradhapura,Restaurant,Restaurant - Anuradhapura,73,Off Season (May-Sep),13/02/2024,10,21489,Sunset Photography,077-4370022,4.8,10,62175,Royal Events Decor,077-3605508,4.9,15,80029,1096,Divine Dishes,077-5209965,4.6,8,43641,011-8204545,58406,Live Band Entertainment,077-6753744,4.9,15,0,N/A,N/A,0,0,21822,279375,"101,262",3827,Yes,No,Paid,103113
EV1264,Anniversary,Jaffna,Home Garden,Home Garden - Jaffna,65,Off Season (May-Sep),20/06/2024,8,33108,Golden Hour Photography,077-6964971,4.7,13,50335,Modern Elegance,077-3683911,4.7,10,124624,1917,Taste of Ceylon,077-9478059,4.7,12,32675,011-3996143,79436,Rhythm Masters,077-9517431,4.6,9,0,N/A,N/A,0,0,30600,338307,"101,263",5204,Yes,No,Paid,129187
EV1265,Wedding,Jaffna,Restaurant,Restaurant - Jaffna,450,Peak Season (Dec-Jan),06/01/2024,12,59814,Perfect Frames,077-2820677,4.8,11,48933,Stylish Setups,077-6499395,4.5,8,615667,1368,Elite Catering,077-5511285,4.8,16,131235,011-7942779,83084,Music Magic,077-1397585,4.5,7,42958,Dream Videos,077-3198490,4.7,10,19711,1101717,"101,264",2448,Yes,Yes,Paid,344154
EV1266,Corporate Event,Nuwara Eliya,Convention Center,Convention Center - Nuwara Eliya,221,Off Season (May-Sep),25/09/2025,10,42444,Candid Clicks,077-6816305,4.4,6,61760,Modern Elegance,077-7715568,4.7,10,274946,1244,Elite Catering,077-8442372,4.8,16,237064,011-6324900,86236,Live Band Entertainment,077-4145863,4.9,15,115233,Perfect Motion,077-3376443,4.4,6,62636,901007,"101,265",4076,Yes,Yes,Paid,281892
EV1267,Corporate Event,Nuwara Eliya,Temple Hall,Temple Hall - Nuwara Eliya,256,Peak Season (Dec-Jan),14/11/2025,6,50789,Sunset Photography,077-3346371,4.8,10,121264,Flower Paradise,077-1487676,4.8,12,579404,2263,Feast Makers,077-4749618,4.6,9,59244,011-9771343,71243,Celebration Sounds,077-4601466,4.4,6,80978,Cinema Visions,077-2681041,4.8,11,58571,998164,"101,266",3899,Yes,Yes,Paid,231163
EV1268,Engagement,Nuwara Eliya,Temple Hall,Temple Hall - Nuwara Eliya,202,Off Season (May-Sep),11/09/2024,10,34842,Dream Shots,077-1042116,4.3,5,79994,Royal Events Decor,077-6830197,4.9,15,448520,2220,Elite Catering,077-7805373,4.8,16,49279,011-7531050,0,N/A,N/A,0,0,0,N/A,N/A,0,0,13080,607023,"101,267",3005,No,No,Paid,180939
EV1269,Corporate Event,Negombo,Temple Hall,Temple Hall - Negombo,175,Regular Season,26/02/2024,8,49705,Perfect Frames,077-5044765,4.8,11,53983,Elegant Decor,077-1840173,4.6,8,444062,2537,Flavors Catering,077-6935558,4.4,7,25461,011-6340971,0,N/A,N/A,0,0,0,N/A,N/A,0,0,57535,661672,"101,268",3780,No,No,Partial,202974
EV1270,Wedding,Kandy,Convention Center,Convention Center - Kandy,198,Off Season (May-Sep),01/03/2025,6,37876,Moments Captured,077-6292939,4.7,12,37510,Creative Designs,077-8832372,4.3,5,329481,1664,Spice Garden Catering,077-1218038,4.5,10,228022,011-2342970,46050,Music Magic,077-1429083,4.5,7,35563,Perfect Motion,077-2180102,4.4,6,18329,714092,"101,269",3606,Yes,Yes,Paid,280806
EV1271,Wedding,Matara,Community Hall,Community Hall - Matara,281,Peak Season (Dec-Jan),04/02/2025,8,58997,Dream Shots,077-2135541,4.3,5,69426,Stylish Setups,077-9785821,4.5,8,401520,1428,Divine Dishes,077-4674799,4.6,8,102523,011-3203359,29735,Celebration Sounds,077-2832248,4.4,6,74406,Cinematic Dreams,077-4374365,4.8,12,49288,806008,"101,270",2868,Yes,Yes,Paid,217646
EV1272,Birthday,Batticaloa,Restaurant,Restaurant - Batticaloa,113,Regular Season,24/06/2025,5,39690,Moments Captured,077-1609875,4.7,12,65704,Modern Elegance,077-4829723,4.7,10,90004,796,Royal Caterers,077-3340792,4.8,15,133236,011-4071168,52056,Party Beats,077-8510459,4.5,8,43673,Cinema Visions,077-8025252,4.8,11,12718,464592,"101,271",4111,Yes,Yes,Partial,129081
EV1273,Anniversary,Colombo,Temple Hall,Temple Hall - Colombo,82,Regular Season,05/12/2025,8,49208,Vision Studios,077-4297610,4.5,7,43531,Creative Designs,077-7836162,4.3,5,244064,2976,Flavors Catering,077-5006705,4.4,7,76972,011-3351236,0,N/A,N/A,0,0,0,N/A,N/A,0,0,31837,432236,"101,272",5271,No,No,Paid,141223
EV1274,Anniversary,Colombo,Temple Hall,Temple Hall - Colombo,137,Peak Season (Dec-Jan),30/10/2025,5,52800,Elite Photography,077-8534251,4.9,15,96136,Luxury Decor,077-7811410,4.8,14,274657,2004,Spice Garden Catering,077-8588663,4.5,10,63028,011-6138041,74733,Sound Wave DJs,077-2199167,4.7,10,0,N/A,N/A,0,0,52071,636454,"101,273",4645,Yes,No,Paid,252995
EV1275,Engagement,Batticaloa,Garden Venue,Garden Venue - Batticaloa,88,Regular Season,13/08/2024,8,35412,Elite Photography,077-3847893,4.9,15,42913,Elegant Decor,077-5467578,4.6,8,68745,781,Spice Garden Catering,077-8921344,4.5,10,145638,011-7556532,0,N/A,N/A,0,0,49299,Dream Videos,077-3935465,4.7,10,34828,394333,"101,274",4481,No,Yes,Partial,104390
EV1276,Anniversary,Galle,Temple Hall,Temple Hall - Galle,112,Peak Season (Dec-Jan),01/02/2024,12,57579,Golden Hour Photography,077-9694087,4.7,13,56486,Floral Fantasy,077-9922855,4.6,9,298636,2666,Elite Catering,077-3453107,4.8,16,67538,011-9181228,87445,Celebration Sounds,077-6421371,4.4,6,0,N/A,N/A,0,0,35370,687377,"101,275",6137,Yes,No,Paid,236499
EV1277,Engagement,Nuwara Eliya,Beach Resort,Beach Resort - Nuwara Eliya,213,Peak Season (Dec-Jan),19/11/2025,10,66215,Royal Pictures,077-7940865,4.6,9,103455,Flower Paradise,077-9926445,4.8,12,363015,1704,Royal Caterers,077-1155112,4.8,15,494259,011-7104635,0,N/A,N/A,0,0,74821,Dream Videos,077-4393588,4.7,10,55123,1184252,"101,276",5559,No,Yes,Paid,471921
EV1278,Engagement,Negombo,Temple Hall,Temple Hall - Negombo,162,Off Season (May-Sep),28/03/2024,5,41474,Sunset Photography,077-6385877,4.8,10,35469,Dream Decorations,077-8584481,4.5,7,265072,1636,Elite Catering,077-1899200,4.8,16,38034,011-4843753,37347,DJ Paradise,077-2294032,4.7,11,57505,Video Art Studio,077-6314894,4.5,7,37128,500601,"101,277",3090,Yes,Yes,Paid,172453
EV1279,Engagement,Kandy,Convention Center,Convention Center - Kandy,217,Off Season (May-Sep),12/05/2024,6,29092,Vision Studios,077-5210028,4.5,7,59047,Elegant Decor,077-9076577,4.6,8,244808,1128,Divine Dishes,077-8012316,4.6,8,232364,011-8067807,61530,Elite Entertainment,077-4017604,4.8,12,103028,Dream Videos,077-4617166,4.7,10,39975,878943,"101,278",4050,Yes,Yes,Partial,180110
EV1280,Engagement,Jaffna,Restaurant,Restaurant - Jaffna,200,Regular Season,22/07/2024,12,29552,Vision Studios,077-7572601,4.5,7,70777,Stylish Setups,077-4110995,4.5,8,249270,1246,Spice Garden Catering,077-6847154,4.5,10,152127,011-4018743,69285,Music Magic,077-5206146,4.5,7,46839,Video Art Studio,077-2590365,4.5,7,20099,695007,"101,279",3475,Yes,Yes,Paid,177167
EV1281,Corporate Event,Kurunegala,Garden Venue,Garden Venue - Kurunegala,131,Peak Season (Dec-Jan),26/01/2025,10,32652,Vision Studios,077-1152195,4.5,7,43358,Luxury Decor,077-6173282,4.8,14,167025,1275,Divine Dishes,077-8495677,4.6,8,142279,011-6861801,0,N/A,N/A,0,0,0,N/A,N/A,0,0,22503,412120,"101,280",3145,No,No,Partial,112120
EV1282,Wedding,Anuradhapura,Temple Hall,Temple Hall - Anuradhapura,484,Regular Season,04/10/2024,6,35164,Moments Captured,077-9788770,4.7,12,32215,Flower Paradise,077-3933311,4.8,12,861665,1780,Divine Dishes,077-4538323,4.6,8,38532,011-2170160,0,N/A,N/A,0,0,41593,Perfect Motion,077-3852101,4.4,6,28056,995847,"101,281",2057,No,Yes,Paid,307592
EV1283,Birthday,Batticaloa,Restaurant,Restaurant - Batticaloa,80,Regular Season,18/07/2024,12,34196,Perfect Frames,077-4481016,4.8,11,38934,Royal Events Decor,077-7798558,4.9,15,93528,1169,Heritage Foods,077-6227720,4.7,13,49940,011-7105852,70621,Rhythm Masters,077-1823786,4.6,9,0,N/A,N/A,0,0,17979,290809,"101,282",3635,Yes,No,Paid,103696
EV1284,Anniversary,Kurunegala,Beach Resort,Beach Resort - Kurunegala,63,Regular Season,08/07/2024,5,26132,Dream Shots,077-6337734,4.3,5,44990,Royal Events Decor,077-6134282,4.9,15,62622,994,Gourmet Lanka,077-2214176,4.9,18,336995,011-4433571,0,N/A,N/A,0,0,79265,Perfect Motion,077-1044636,4.4,6,19416,582269,"101,283",9242,No,Yes,Paid,169290
EV1285,Anniversary,Kandy,Community Hall,Community Hall - Kandy,59,Peak Season (Dec-Jan),30/04/2024,3,58291,Creative Lens Studio,077-8418843,4.5,8,52667,Elegant Decor,077-5393058,4.6,8,59300,1005,Delicious Bites,077-6628763,4.3,6,49136,011-3671443,0,N/A,N/A,0,0,56822,Video Art Studio,077-9575042,4.5,7,43066,344003,"101,284",5830,No,Yes,Paid,131341
EV1286,Anniversary,Kandy,Restaurant,Restaurant - Kandy,58,Off Season (May-Sep),07/07/2024,8,41873,Sunset Photography,077-5464027,4.8,10,47767,Floral Fantasy,077-5265504,4.6,9,96981,1672,Heritage Foods,077-1234643,4.7,13,58631,011-5866435,43635,Live Band Entertainment,077-2279507,4.9,15,46020,Video Art Studio,077-2135338,4.5,7,27436,358360,"101,285",6178,Yes,Yes,Paid,120911
EV1287,Birthday,Nuwara Eliya,Community Hall,Community Hall - Nuwara Eliya,33,Regular Season,10/04/2025,6,33796,Moments Captured,077-6314844,4.7,12,75263,Royal Events Decor,077-6986643,4.9,15,72415,2194,Taste of Ceylon,077-5286036,4.7,12,58934,011-8170176,91085,DJ Paradise,077-2107090,4.7,11,0,N/A,N/A,0,0,19864,374188,"101,286",11339,Yes,No,Paid,116964
EV1288,Engagement,Kandy,Garden Venue,Garden Venue - Kandy,120,Off Season (May-Sep),09/07/2025,5,30234,Sunset Photography,077-6496379,4.8,10,32370,Dream Decorations,077-1957070,4.5,7,254195,2118,Delicious Bites,077-9006531,4.3,6,123582,011-8179634,54431,Party Beats,077-4824753,4.5,8,80267,Dream Videos,077-3279537,4.7,10,43915,707492,"101,287",5895,Yes,Yes,Paid,247598
EV1289,Engagement,Galle,Restaurant,Restaurant - Galle,141,Peak Season (Dec-Jan),31/01/2024,12,47606,Sunset Photography,077-7593187,4.8,10,96521,Royal Events Decor,077-6952222,4.9,15,222159,1575,Spice Garden Catering,077-5309910,4.5,10,127013,011-3765690,0,N/A,N/A,0,0,0,N/A,N/A,0,0,15717,507180,"101,288",3597,No,No,Paid,117093
EV1290,Engagement,Jaffna,Hotel Ballroom,Hotel Ballroom - Jaffna,128,Regular Season,23/03/2025,10,35011,Elite Photography,077-9314410,4.9,15,38107,Elegant Decor,077-2775157,4.6,8,186547,1457,Delicious Bites,077-6613319,4.3,6,279210,011-6903572,0,N/A,N/A,0,0,54393,Cinematic Dreams,077-1465261,4.8,12,14437,639446,"101,289",4995,No,Yes,Paid,142969
EV1291,Birthday,Negombo,Home Garden,Home Garden - Negombo,51,Off Season (May-Sep),26/11/2025,4,35374,Creative Lens Studio,077-6981828,4.5,8,51993,Elegant Decor,077-7618353,4.6,8,84532,1657,Feast Makers,077-9856244,4.6,9,48780,011-7700907,45596,Sound Wave DJs,077-9457812,4.7,10,0,N/A,N/A,0,0,13308,305306,"101,290",5986,Yes,No,Paid,116953
EV1292,Engagement,Anuradhapura,Home Garden,Home Garden - Anuradhapura,133,Off Season (May-Sep),03/06/2024,3,30163,Perfect Frames,077-4237341,4.8,11,24484,Classic Touch,077-8320845,4.4,6,215553,1620,Gourmet Lanka,077-9669760,4.9,18,36982,011-6984612,0,N/A,N/A,0,0,37713,Epic Moments,077-4535058,4.9,14,9915,375618,"101,291",2824,No,Yes,Paid,101836
EV1293,Birthday,Batticaloa,Restaurant,Restaurant - Batticaloa,30,Regular Season,05/03/2025,8,33264,Candid Clicks,077-4641132,4.4,6,33898,Royal Events Decor,077-2655024,4.9,15,43821,1460,Feast Makers,077-8169805,4.6,9,101994,011-3646671,42697,Rhythm Masters,077-7717309,4.6,9,0,N/A,N/A,0,0,42067,338550,"101,292",11285,Yes,No,Partial,103138
EV1294,Anniversary,Jaffna,Restaurant,Restaurant - Jaffna,181,Peak Season (Dec-Jan),14/11/2025,8,51366,Creative Lens Studio,077-6800318,4.5,8,64890,Royal Events Decor,077-4157573,4.9,15,212856,1176,Flavors Catering,077-4033999,4.4,7,70293,011-7033903,30333,Rhythm Masters,077-8851546,4.6,9,0,N/A,N/A,0,0,37827,505294,"101,293",2791,Yes,No,Paid,130394
EV1295,Wedding,Galle,Restaurant,Restaurant - Galle,467,Peak Season (Dec-Jan),18/10/2025,8,52919,Golden Hour Photography,077-7532363,4.7,13,121177,Stylish Setups,077-6643721,4.5,8,1009840,2162,Gourmet Lanka,077-9040896,4.9,18,172713,011-9934012,60082,Live Band Entertainment,077-8561822,4.9,15,0,N/A,N/A,0,0,53995,1488383,"101,294",3187,Yes,No,Paid,479139
EV1296,Wedding,Colombo,Convention Center,Convention Center - Colombo,278,Regular Season,21/05/2025,3,59837,Sunset Photography,077-3710310,4.8,10,108913,Modern Elegance,077-2746079,4.7,10,773729,2783,Elite Catering,077-9436588,4.8,16,147404,011-7538461,0,N/A,N/A,0,0,100639,Epic Moments,077-9493462,4.9,14,39498,1285075,"101,295",4622,No,Yes,Partial,427096
EV1297,Wedding,Anuradhapura,Beach Resort,Beach Resort - Anuradhapura,348,Regular Season,25/01/2025,12,36518,Royal Pictures,077-3681217,4.6,9,43892,Luxury Decor,077-2118635,4.8,14,473088,1359,Elite Catering,077-3408715,4.8,16,172064,011-9054957,0,N/A,N/A,0,0,37551,Motion Pictures,077-2974147,4.6,9,33471,832758,"101,296",2392,No,Yes,Paid,308036
EV1298,Engagement,Nuwara Eliya,Community Hall,Community Hall - Nuwara Eliya,246,Regular Season,24/10/2025,10,49723,Moments Captured,077-4598788,4.7,12,41199,Classic Touch,077-8645933,4.4,6,673498,2737,Feast Makers,077-7984811,4.6,9,86732,011-3704580,86767,Party Beats,077-3080016,4.5,8,0,N/A,N/A,0,0,32331,1075968,"101,297",4373,Yes,No,Paid,294473
EV1299,Anniversary,Matara,Home Garden,Home Garden - Matara,71,Peak Season (Dec-Jan),10/11/2025,4,40223,Dream Shots,077-3064223,4.3,5,68295,Creative Designs,077-1854231,4.3,5,182363,2568,Gourmet Lanka,077-8093553,4.9,18,24843,011-4620169,0,N/A,N/A,0,0,0,N/A,N/A,0,0,40577,355477,"101,298",5006,No,No,Paid,102699
EV1300,Engagement,Matara,Temple Hall,Temple Hall - Matara,214,Peak Season (Dec-Jan),22/08/2024,10,50064,Moments Captured,077-7896234,4.7,12,57318,Dream Decorations,077-7842846,4.5,7,406771,1900,Delicious Bites,077-6397278,4.3,6,74091,011-4314075,0,N/A,N/A,0,0,90451,Cinematic Dreams,077-8471824,4.8,12,54005,724626,"101,299",3386,No,Yes,Paid,218652
EV1301,Anniversary,Batticaloa,Convention Center,Convention Center - Batticaloa,163,Regular Season,24/12/2025,12,26712,Creative Lens Studio,077-8976960,4.5,8,47915,Elegant Decor,077-5856597,4.6,8,311884,1913,Flavors Catering,077-4764793,4.4,7,191487,011-7877394,29503,Rhythm Masters,077-1335889,4.6,9,0,N/A,N/A,0,0,32669,689486,"101,300",4229,Yes,No,Paid,146345
EV1302,Birthday,Jaffna,Hotel Ballroom,Hotel Ballroom - Jaffna,35,Off Season (May-Sep),12/09/2025,6,33917,Candid Clicks,077-6465937,4.4,6,55681,Flower Paradise,077-1155534,4.8,12,64386,1839,Divine Dishes,077-7885953,4.6,8,189483,011-9326156,71575,Party Beats,077-5959837,4.5,8,78879,Epic Moments,077-3993858,4.9,14,42752,555990,"101,301",15885,Yes,Yes,Partial,128687
EV1303,Engagement,Colombo,Restaurant,Restaurant - Colombo,133,Regular Season,17/05/2024,3,53680,Vision Studios,077-6183834,4.5,7,84375,Luxury Decor,077-8063338,4.8,14,300526,2259,Royal Caterers,077-5575300,4.8,15,76357,011-9430546,64356,Live Band Entertainment,077-9094876,4.9,15,100751,Cinematic Dreams,077-3115786,4.8,12,35298,725152,"101,302",5452,Yes,Yes,Paid,205731
EV1304,Corporate Event,Anuradhapura,Garden Venue,Garden Venue - Anuradhapura,217,Off Season (May-Sep),09/05/2025,3,23031,Sunset Photography,077-3595920,4.8,10,41173,Royal Events Decor,077-1929841,4.9,15,464662,2141,Heritage Foods,077-8247080,4.7,13,134784,011-5220201,57838,Sound Wave DJs,077-8366080,4.7,10,82717,Epic Moments,077-8305250,4.9,14,38839,946761,"101,303",4362,Yes,Yes,Partial,373050
EV1305,Corporate Event,Colombo,Convention Center,Convention Center - Colombo,238,Off Season (May-Sep),17/12/2024,8,45810,Moments Captured,077-5022512,4.7,12,79777,Classic Touch,077-9712305,4.4,6,455817,1915,Spice Garden Catering,077-1537243,4.5,10,170991,011-9999136,0,N/A,N/A,0,0,103062,Cinematic Dreams,077-6585660,4.8,12,15103,981898,"101,304",4125,No,Yes,Partial,240437
EV1306,Wedding,Negombo,Home Garden,Home Garden - Negombo,435,Off Season (May-Sep),29/03/2024,5,39523,Vision Studios,077-7685346,4.5,7,41162,Floral Fantasy,077-9918811,4.6,9,890118,2046,Gourmet Lanka,077-9266335,4.9,18,41380,011-9461529,0,N/A,N/A,0,0,67332,Dream Videos,077-5478451,4.7,10,25315,1057569,"101,305",2431,No,Yes,Paid,231102
EV1307,Birthday,Jaffna,Temple Hall,Temple Hall - Jaffna,113,Regular Season,28/09/2025,6,31426,Moments Captured,077-8494985,4.7,12,58966,Modern Elegance,077-7094015,4.7,10,154719,1369,Delicious Bites,077-2267623,4.3,6,33873,011-9264527,25328,Music Magic,077-4368129,4.5,7,0,N/A,N/A,0,0,35698,377434,"101,306",3340,Yes,No,Partial,141726
EV1308,Corporate Event,Nuwara Eliya,Convention Center,Convention Center - Nuwara Eliya,67,Off Season (May-Sep),15/11/2024,5,36719,Moments Captured,077-2290925,4.7,12,57353,Stylish Setups,077-6366085,4.5,8,164183,2450,Divine Dishes,077-3494721,4.6,8,129657,011-9872779,48903,Celebration Sounds,077-8239882,4.4,6,74516,Perfect Motion,077-6626848,4.4,6,20597,578018,"101,307",8627,Yes,Yes,Paid,133079
EV1309,Birthday,Kandy,Restaurant,Restaurant - Kandy,145,Regular Season,18/04/2025,6,32789,Perfect Frames,077-6067403,4.8,11,54830,Elegant Decor,077-3002962,4.6,8,313656,2163,Delicious Bites,077-3277672,4.3,6,68397,011-9501441,68301,Party Beats,077-7741923,4.5,8,100800,Cinema Visions,077-9645742,4.8,11,30422,738530,"101,308",5093,Yes,Yes,Paid,219717
EV1310,Engagement,Negombo,Hotel Ballroom,Hotel Ballroom - Negombo,213,Peak Season (Dec-Jan),15/01/2024,10,67666,Sunset Photography,077-6689206,4.8,10,53200,Modern Elegance,077-7319220,4.7,10,510933,2398,Delicious Bites,077-4713739,4.3,6,246431,011-4862816,93717,Sound Wave DJs,077-9694175,4.7,10,98208,Dream Videos,077-8249719,4.7,10,21700,1232307,"101,309",5785,Yes,Yes,Paid,402906
EV1311,Wedding,Negombo,Beach Resort,Beach Resort - Negombo,360,Peak Season (Dec-Jan),26/05/2024,8,47924,Dream Shots,077-7652820,4.3,5,116520,Creative Designs,077-3662420,4.3,5,428850,1191,Gourmet Lanka,077-1865277,4.9,18,367545,011-5833905,37207,Music Magic,077-5487505,4.5,7,95306,Cinema Visions,077-9543768,4.8,11,40902,1273529,"101,310",3537,Yes,Yes,Paid,403654
EV1312,Corporate Event,Nuwara Eliya,Garden Venue,Garden Venue - Nuwara Eliya,149,Peak Season (Dec-Jan),29/12/2024,6,54659,Sunset Photography,077-9594812,4.8,10,59452,Creative Designs,077-2619858,4.3,5,442023,2966,Spice Garden Catering,077-4541364,4.5,10,231055,011-2190417,90664,Sound Wave DJs,077-5788377,4.7,10,74744,Motion Pictures,077-6794239,4.6,9,46289,1118876,"101,311",7509,Yes,Yes,Paid,291625
EV1313,Engagement,Nuwara Eliya,Temple Hall,Temple Hall - Nuwara Eliya,154,Regular Season,13/08/2024,6,55006,Creative Lens Studio,077-4126421,4.5,8,71852,Floral Fantasy,077-7932695,4.6,9,219219,1423,Gourmet Lanka,077-2656537,4.9,18,27956,011-9487674,102109,DJ Paradise,077-4650222,4.7,11,0,N/A,N/A,0,0,60078,536721,"101,312",3485,Yes,No,Paid,194802
EV1314,Corporate Event,Matara,Community Hall,Community Hall - Matara,189,Off Season (May-Sep),04/02/2024,10,33268,Dream Shots,077-9898646,4.3,5,58933,Flower Paradise,077-6920180,4.8,12,251351,1329,Delicious Bites,077-9555476,4.3,6,41484,011-3048444,82583,Sound Wave DJs,077-3885423,4.7,10,0,N/A,N/A,0,0,21146,510644,"101,313",2701,Yes,No,Paid,146388
EV1315,Anniversary,Jaffna,Convention Center,Convention Center - Jaffna,85,Off Season (May-Sep),23/08/2025,8,35051,Royal Pictures,077-6777863,4.6,9,67036,Creative Designs,077-6691073,4.3,5,101209,1190,Heritage Foods,077-8890316,4.7,13,215326,011-9004719,0,N/A,N/A,0,0,93828,Epic Moments,077-1548885,4.9,14,27999,535677,"101,314",6302,No,Yes,Paid,204102
